,name,levelLearned,move,type,category,power,accuracy
4844,Porygon-Z,35,Recover,Normal,Status,—,—
4845,Porygon-Z,40,Discharge,Electric,Special,80,100
4846,Porygon-Z,45,Tri Attack,Normal,Special,80,100
4847,Porygon-Z,50,Double-Edge,Normal,Physical,120,100
4848,Porygon-Z,55,Lock-On,Normal,Status,—,—
4849,Porygon-Z,60,Zap Cannon,Electric,Special,120,50
4850,Porygon-Z,65,Hyper Beam,Normal,Special,150,90
4851,Gallade,1,Aqua Cutter,Water,Physical,70,100
4852,Gallade,1,Calm Mind,Psychic,Status,—,—
4853,Gallade,1,Charm,Fairy,Status,—,100
4854,Gallade,1,Confusion,Psychic,Special,50,100
4855,Gallade,1,Disarming Voice,Fairy,Special,40,∞
4856,Gallade,1,Double Team,Normal,Status,—,—
4857,Gallade,1,Draining Kiss,Fairy,Special,50,100
4858,Gallade,1,Dream Eater,Psychic,Special,100,100
4859,Gallade,1,Fury Cutter,Bug,Physical,40,95
4860,Gallade,1,Future Sight,Psychic,Special,120,100
4861,Gallade,1,Growl,Normal,Status,—,100
4862,Gallade,1,Hypnosis,Psychic,Status,—,60
4863,Gallade,1,Imprison,Psychic,Status,—,—
4864,Gallade,1,Leaf Blade,Grass,Physical,90,100
4865,Gallade,1,Leer,Normal,Status,—,100
4866,Gallade,1,Life Dew,Water,Status,—,—
4867,Gallade,1,Night Slash,Dark,Physical,70,100
4868,Gallade,1,Psybeam,Psychic,Special,65,100
4869,Gallade,1,Psychic,Psychic,Special,90,100
4870,Gallade,1,Sacred Sword,Fighting,Physical,90,100
4871,Gallade,9,Helping Hand,Normal,Status,—,—
4872,Gallade,12,Feint,Normal,Physical,30,100
4873,Gallade,15,Teleport,Psychic,Status,—,—
4874,Gallade,18,Aerial Ace,Flying,Physical,60,∞
4875,Gallade,23,False Swipe,Normal,Physical,40,100
4876,Gallade,28,Protect,Normal,Status,—,—
4877,Gallade,35,Swords Dance,Normal,Status,—,—
4878,Gallade,42,Psycho Cut,Psychic,Physical,70,100
4879,Gallade,49,Heal Pulse,Psychic,Status,—,—
4880,Gallade,56,Quick Guard,Fighting,Status,—,—
4881,Gallade,56,Wide Guard,Rock,Status,—,—
4882,Gallade,63,Close Combat,Fighting,Physical,120,100
4883,Probopass,1,Block,Normal,Status,—,—
4884,Probopass,1,Gravity,Psychic,Status,—,—
4885,Probopass,1,Iron Defense,Steel,Status,—,—
4886,Probopass,1,Magnet Rise,Electric,Status,—,—
4887,Probopass,1,Magnetic Flux,Electric,Status,—,—
4888,Probopass,1,Tackle,Normal,Physical,40,100
4889,Probopass,1,Wide Guard,Rock,Status,—,—
4890,Probopass,13,Thunder Wave,Electric,Status,—,90
4891,Probopass,16,Rest,Psychic,Status,—,—
4892,Probopass,19,Spark,Electric,Physical,65,100
4893,Probopass,22,Rock Slide,Rock,Physical,75,90
4894,Probopass,25,Power Gem,Rock,Special,80,100
4895,Probopass,28,Rock Blast,Rock,Physical,25,90
4896,Probopass,31,Discharge,Electric,Special,80,100
4897,Probopass,34,Sandstorm,Rock,Status,—,—
4898,Probopass,37,Earth Power,Ground,Special,90,100
4899,Probopass,40,Stone Edge,Rock,Physical,100,80
4900,Probopass,43,Lock-On,Normal,Status,—,—
4901,Probopass,43,Zap Cannon,Electric,Special,120,50
4902,Dusknoir,1,Astonish,Ghost,Physical,30,100
4903,Dusknoir,1,Bind,Normal,Physical,15,85
4904,Dusknoir,1,Disable,Normal,Status,—,100
4905,Dusknoir,1,Fire Punch,Fire,Physical,75,100
4906,Dusknoir,1,Gravity,Psychic,Status,—,—
4907,Dusknoir,1,Ice Punch,Ice,Physical,75,100
4908,Dusknoir,1,Leer,Normal,Status,—,100
4909,Dusknoir,1,Shadow Punch,Ghost,Physical,60,∞
4910,Dusknoir,1,Shadow Sneak,Ghost,Physical,40,100
4911,Dusknoir,1,Thunder Punch,Electric,Physical,75,100
4912,Dusknoir,12,Confuse Ray,Ghost,Status,—,100
4913,Dusknoir,16,Night Shade,Ghost,Special,—,100
4914,Dusknoir,20,Payback,Dark,Physical,50,100
4915,Dusknoir,24,Will-O-Wisp,Fire,Status,—,85
4916,Dusknoir,28,Mean Look,Normal,Status,—,—
4917,Dusknoir,32,Hex,Ghost,Special,65,100
4918,Dusknoir,36,Curse,Ghost,Status,—,—
4919,Dusknoir,42,Shadow Ball,Ghost,Special,80,100
4920,Dusknoir,48,Future Sight,Psychic,Special,120,100
4921,Dusknoir,54,Destiny Bond,Ghost,Status,—,—
4922,Froslass,1,Astonish,Ghost,Physical,30,100
4923,Froslass,1,Bite,Dark,Physical,60,100
4924,Froslass,1,Crunch,Dark,Physical,80,100
4925,Froslass,1,Destiny Bond,Ghost,Status,—,—
4926,Froslass,1,Double Team,Normal,Status,—,—
4927,Froslass,1,Headbutt,Normal,Physical,70,100
4928,Froslass,1,Ice Fang,Ice,Physical,65,95
4929,Froslass,1,Leer,Normal,Status,—,100
4930,Froslass,1,Powder Snow,Ice,Special,40,100
4931,Froslass,1,Protect,Normal,Status,—,—
4932,Froslass,15,Ice Shard,Ice,Physical,40,100
4933,Froslass,20,Draining Kiss,Fairy,Special,50,100
4934,Froslass,25,Icy Wind,Ice,Special,55,95
4935,Froslass,30,Frost Breath,Ice,Special,60,90
4936,Froslass,35,Confuse Ray,Ghost,Status,—,100
4937,Froslass,40,Snowscape,Ice,Status,—,—
4938,Froslass,47,Will-O-Wisp,Fire,Status,—,85
4939,Froslass,54,Aurora Veil,Ice,Status,—,—
4940,Froslass,61,Shadow Ball,Ghost,Special,80,100
4941,Froslass,68,Blizzard,Ice,Special,110,70
4942,Rotom,1,Astonish,Ghost,Physical,30,100
4943,Rotom,1,Double Team,Normal,Status,—,—
4944,Rotom,5,Thunder Shock,Electric,Special,40,100
4945,Rotom,10,Confuse Ray,Ghost,Status,—,100
4946,Rotom,15,Charge,Electric,Status,—,—
4947,Rotom,20,Electro Ball,Electric,Special,—,100
4948,Rotom,25,Thunder Wave,Electric,Status,—,90
4949,Rotom,30,Shock Wave,Electric,Special,60,∞
4950,Rotom,35,Hex,Ghost,Special,65,100
4951,Rotom,40,Substitute,Normal,Status,—,—
4952,Rotom,45,Trick,Psychic,Status,—,100
4953,Rotom,50,Discharge,Electric,Special,80,100
4954,Rotom,55,Uproar,Normal,Special,90,100
4955,Uxie,1,Confusion,Psychic,Special,50,100
4956,Uxie,1,Rest,Psychic,Status,—,—
4957,Uxie,7,Swift,Normal,Special,60,∞
4958,Uxie,14,Endure,Normal,Status,—,—
4959,Uxie,21,Psybeam,Psychic,Special,65,100
4960,Uxie,28,Imprison,Psychic,Status,—,—
4961,Uxie,35,Extrasensory,Psychic,Special,80,100
4962,Uxie,42,Amnesia,Psychic,Status,—,—
4963,Uxie,49,Psychic,Psychic,Special,90,100
4964,Uxie,56,Yawn,Normal,Status,—,—
4965,Uxie,63,Future Sight,Psychic,Special,120,100
4966,Uxie,70,Flail,Normal,Physical,—,100
4967,Uxie,77,Memento,Dark,Status,—,100
4968,Uxie,84,Mystical Power,Psychic,Special,70,90
4969,Mesprit,1,Confusion,Psychic,Special,50,100
4970,Mesprit,1,Rest,Psychic,Status,—,—
4971,Mesprit,7,Swift,Normal,Special,60,∞
4972,Mesprit,14,Protect,Normal,Status,—,—
4973,Mesprit,21,Psybeam,Psychic,Special,65,100
4974,Mesprit,28,Imprison,Psychic,Status,—,—
4975,Mesprit,35,Extrasensory,Psychic,Special,80,100
4976,Mesprit,42,Charm,Fairy,Status,—,100
4977,Mesprit,49,Psychic,Psychic,Special,90,100
4978,Mesprit,56,Flatter,Dark,Status,—,100
4979,Mesprit,63,Future Sight,Psychic,Special,120,100
4980,Mesprit,70,Copycat,Normal,Status,—,—
4981,Mesprit,77,Healing Wish,Psychic,Status,—,—
4982,Mesprit,84,Mystical Power,Psychic,Special,70,90
4983,Azelf,1,Confusion,Psychic,Special,50,100
4984,Azelf,1,Rest,Psychic,Status,—,—
4985,Azelf,7,Swift,Normal,Special,60,∞
4986,Azelf,14,Detect,Fighting,Status,—,—
4987,Azelf,21,Psybeam,Psychic,Special,65,100
4988,Azelf,28,Imprison,Psychic,Status,—,—
4989,Azelf,35,Extrasensory,Psychic,Special,80,100
4990,Azelf,42,Nasty Plot,Dark,Status,—,—
4991,Azelf,49,Psychic,Psychic,Special,90,100
4992,Azelf,56,Uproar,Normal,Special,90,100
4993,Azelf,63,Future Sight,Psychic,Special,120,100
4994,Azelf,70,Last Resort,Normal,Physical,140,100
4995,Azelf,77,Explosion,Normal,Physical,250,100
4996,Azelf,84,Mystical Power,Psychic,Special,70,90
4997,Dialga,1,Metal Claw,Steel,Physical,50,95
4998,Dialga,1,Scary Face,Normal,Status,—,100
4999,Dialga,8,Dragon Breath,Dragon,Special,60,100
5000,Dialga,16,Ancient Power,Rock,Special,60,100
5001,Dialga,24,Slash,Normal,Physical,70,100
5002,Dialga,32,Flash Cannon,Steel,Special,80,100
5003,Dialga,40,Dragon Claw,Dragon,Physical,80,100
5004,Dialga,48,Aura Sphere,Fighting,Special,80,∞
5005,Dialga,56,Power Gem,Rock,Special,80,100
5006,Dialga,64,Metal Burst,Steel,Physical,—,100
5007,Dialga,72,Earth Power,Ground,Special,90,100
5008,Dialga,80,Iron Tail,Steel,Physical,100,75
5009,Dialga,88,Roar of Time,Dragon,Special,150,90
5010,Palkia,1,Scary Face,Normal,Status,—,100
5011,Palkia,1,Water Pulse,Water,Special,60,100
5012,Palkia,8,Dragon Breath,Dragon,Special,60,100
5013,Palkia,16,Ancient Power,Rock,Special,60,100
5014,Palkia,24,Slash,Normal,Physical,70,100
5015,Palkia,32,Aqua Ring,Water,Status,—,—
5016,Palkia,48,Aura Sphere,Fighting,Special,80,∞
5017,Palkia,56,Power Gem,Rock,Special,80,100
5018,Palkia,64,Aqua Tail,Water,Physical,90,90
5019,Palkia,72,Earth Power,Ground,Special,90,100
5020,Palkia,80,Spacial Rend,Dragon,Special,100,95
5021,Palkia,88,Hydro Pump,Water,Special,110,80
5022,Heatran,1,Fire Spin,Fire,Special,35,85
5023,Heatran,1,Leer,Normal,Status,—,100
5024,Heatran,6,Metal Claw,Steel,Physical,50,95
5025,Heatran,12,Ancient Power,Rock,Special,60,100
5026,Heatran,18,Fire Fang,Fire,Physical,65,95
5027,Heatran,24,Scary Face,Normal,Status,—,100
5028,Heatran,30,Iron Head,Steel,Physical,80,100
5029,Heatran,36,Crunch,Dark,Physical,80,100
5030,Heatran,42,Lava Plume,Fire,Special,80,100
5031,Heatran,48,Metal Sound,Steel,Status,—,85
5032,Heatran,54,Earth Power,Ground,Special,90,100
5033,Heatran,60,Heat Wave,Fire,Special,95,90
5034,Heatran,66,Stone Edge,Rock,Physical,100,80
5035,Heatran,72,Magma Storm,Fire,Special,100,75
5036,Regigigas,1,Confuse Ray,Ghost,Status,—,100
5037,Regigigas,1,Pound,Normal,Physical,40,100
5038,Regigigas,6,Payback,Dark,Physical,50,100
5039,Regigigas,12,Facade,Normal,Physical,70,100
5040,Regigigas,18,Stomp,Normal,Physical,65,100
5041,Regigigas,24,Protect,Normal,Status,—,—
5042,Regigigas,30,Knock Off,Dark,Physical,65,100
5043,Regigigas,36,Mega Punch,Normal,Physical,80,85
5044,Regigigas,42,Body Press,Fighting,Physical,80,100
5045,Regigigas,48,Wide Guard,Rock,Status,—,—
5046,Regigigas,54,Zen Headbutt,Psychic,Physical,80,90
5047,Regigigas,60,Heavy Slam,Steel,Physical,—,100
5048,Regigigas,66,Hammer Arm,Fighting,Physical,100,90
5049,Regigigas,72,Giga Impact,Normal,Physical,150,90
5050,Regigigas,78,Crush Grip,Normal,Physical,—,100
5051,Giratina,1,Defog,Flying,Status,—,—
5052,Giratina,1,Shadow Sneak,Ghost,Physical,40,100
5053,Giratina,7,Dragon Breath,Dragon,Special,60,100
5054,Giratina,14,Ancient Power,Rock,Special,60,100
5055,Giratina,21,Hex,Ghost,Special,65,100
5056,Giratina,28,Slash,Normal,Physical,70,100
5057,Giratina,35,Scary Face,Normal,Status,—,100
5058,Giratina,42,Shadow Claw,Ghost,Physical,70,100
5059,Giratina,49,Pain Split,Normal,Status,—,—
5060,Giratina,56,Aura Sphere,Fighting,Special,80,∞
5061,Giratina,63,Dragon Claw,Dragon,Physical,80,100
5062,Giratina,70,Earth Power,Ground,Special,90,100
5063,Giratina,77,Shadow Force,Ghost,Physical,120,100
5064,Giratina,84,Destiny Bond,Ghost,Status,—,—
5065,Cresselia,1,Confusion,Psychic,Special,50,100
5066,Cresselia,1,Double Team,Normal,Status,—,—
5067,Cresselia,6,Mist,Ice,Status,—,—
5068,Cresselia,12,Aurora Beam,Ice,Special,65,100
5069,Cresselia,18,Psybeam,Psychic,Special,65,100
5070,Cresselia,24,Ally Switch,Psychic,Status,—,—
5071,Cresselia,30,Slash,Normal,Physical,70,100
5072,Cresselia,36,Psycho Cut,Psychic,Physical,70,100
5073,Cresselia,42,Moonlight,Fairy,Status,—,—
5074,Cresselia,48,Safeguard,Normal,Status,—,—
5075,Cresselia,54,Psychic,Psychic,Special,90,100
5076,Cresselia,60,Moonblast,Fairy,Special,95,100
5077,Cresselia,66,Future Sight,Psychic,Special,120,100
5078,Cresselia,72,Lunar Blessing,Psychic,Status,—,—
5079,Cresselia,72,Lunar Dance,Psychic,Status,—,—
5080,Phione,1,Water Gun,Water,Special,40,100
5081,Phione,9,Charm,Fairy,Status,—,100
5082,Phione,16,Supersonic,Normal,Status,—,55
5083,Phione,24,Bubble Beam,Water,Special,65,100
5084,Phione,31,Acid Armor,Poison,Status,—,—
5085,Phione,39,Whirlpool,Water,Special,35,85
5086,Phione,46,Water Pulse,Water,Special,60,100
5087,Phione,54,Aqua Ring,Water,Status,—,—
5088,Phione,61,Dive,Water,Physical,80,100
5089,Phione,69,Rain Dance,Water,Status,—,—
5090,Phione,75,Take Heart,Psychic,Status,—,—
5091,Manaphy,1,Heart Swap,Psychic,Status,—,—
5092,Manaphy,1,Tail Glow,Bug,Status,—,—
5093,Manaphy,1,Water Gun,Water,Special,40,100
5094,Manaphy,9,Charm,Fairy,Status,—,100
5095,Manaphy,16,Supersonic,Normal,Status,—,55
5096,Manaphy,24,Bubble Beam,Water,Special,65,100
5097,Manaphy,31,Acid Armor,Poison,Status,—,—
5098,Manaphy,39,Whirlpool,Water,Special,35,85
5099,Manaphy,46,Water Pulse,Water,Special,60,100
5100,Manaphy,54,Aqua Ring,Water,Status,—,—
5101,Manaphy,61,Dive,Water,Physical,80,100
5102,Manaphy,69,Rain Dance,Water,Status,—,—
5103,Manaphy,76,Take Heart,Psychic,Status,—,—
5104,Darkrai,1,Disable,Normal,Status,—,100
5105,Darkrai,11,Quick Attack,Normal,Physical,40,100
5106,Darkrai,20,Hypnosis,Psychic,Status,—,60
5107,Darkrai,29,Sucker Punch,Dark,Physical,70,100
5108,Darkrai,38,Night Shade,Ghost,Special,—,100
5109,Darkrai,47,Double Team,Normal,Status,—,—
5110,Darkrai,57,Haze,Ice,Status,—,—
5111,Darkrai,66,Dark Void,Dark,Status,—,50
5112,Darkrai,75,Nasty Plot,Dark,Status,—,—
5113,Darkrai,84,Dream Eater,Psychic,Special,100,100
5114,Darkrai,93,Dark Pulse,Dark,Special,80,100
5115,Shaymin,1,Growth,Normal,Status,—,—
5116,Shaymin,10,Magical Leaf,Grass,Special,60,∞
5117,Shaymin,19,Leech Seed,Grass,Status,—,90
5118,Shaymin,28,Synthesis,Grass,Status,—,—
5119,Shaymin,37,Sweet Scent,Normal,Status,—,100
5120,Shaymin,46,Play Rough,Fairy,Physical,90,90
5121,Shaymin,55,Worry Seed,Grass,Status,—,100
5122,Shaymin,64,Grassy Terrain,Grass,Status,—,—
5123,Shaymin,73,Energy Ball,Grass,Special,90,100
5124,Shaymin,82,Sweet Kiss,Fairy,Status,—,75
5125,Shaymin,91,Healing Wish,Psychic,Status,—,—
5126,Shaymin,100,Seed Flare,Grass,Special,120,85
5127,Arceus,1,Cosmic Power,Psychic,Status,—,—
5128,Arceus,1,Seismic Toss,Fighting,Physical,—,100
5129,Arceus,10,Gravity,Psychic,Status,—,—
5130,Arceus,20,Earth Power,Ground,Special,90,100
5131,Arceus,30,Hyper Voice,Normal,Special,90,100
5132,Arceus,40,Extreme Speed,Normal,Physical,80,100
5133,Arceus,50,Healing Wish,Psychic,Status,—,—
5134,Arceus,60,Future Sight,Psychic,Special,120,100
5135,Arceus,70,Recover,Normal,Status,—,—
5136,Arceus,80,Hyper Beam,Normal,Special,150,90
5137,Arceus,90,Perish Song,Normal,Status,—,—
5138,Arceus,100,Judgment,Normal,Special,100,100
5139,Snivy,1,Tackle,Normal,Physical,40,100
5140,Snivy,4,Leer,Normal,Status,—,100
5141,Snivy,7,Vine Whip,Grass,Physical,45,100
5142,Snivy,10,Wrap,Normal,Physical,15,90
5143,Snivy,13,Growth,Normal,Status,—,—
5144,Snivy,16,Magical Leaf,Grass,Special,60,∞
5145,Snivy,19,Leech Seed,Grass,Status,—,90
5146,Snivy,22,Mega Drain,Grass,Special,40,100
5147,Snivy,25,Slam,Normal,Physical,80,75
5148,Snivy,28,Leaf Blade,Grass,Physical,90,100
5149,Snivy,31,Coil,Poison,Status,—,—
5150,Snivy,34,Giga Drain,Grass,Special,75,100
5151,Snivy,37,Gastro Acid,Poison,Status,—,100
5152,Snivy,40,Leaf Storm,Grass,Special,130,90
5153,Servine,1,Leer,Normal,Status,—,100
5154,Servine,1,Tackle,Normal,Physical,40,100
5155,Servine,1,Vine Whip,Grass,Physical,45,100
5156,Servine,1,Wrap,Normal,Physical,15,90
5157,Servine,13,Growth,Normal,Status,—,—
5158,Servine,16,Magical Leaf,Grass,Special,60,∞
5159,Servine,20,Leech Seed,Grass,Status,—,90
5160,Servine,24,Mega Drain,Grass,Special,40,100
5161,Servine,28,Slam,Normal,Physical,80,75
5162,Servine,32,Leaf Blade,Grass,Physical,90,100
5163,Servine,36,Coil,Poison,Status,—,—
5164,Servine,40,Giga Drain,Grass,Special,75,100
5165,Servine,44,Gastro Acid,Poison,Status,—,100
5166,Servine,48,Leaf Storm,Grass,Special,130,90
5167,Serperior,1,Leer,Normal,Status,—,100
5168,Serperior,1,Tackle,Normal,Physical,40,100
5169,Serperior,1,Vine Whip,Grass,Physical,45,100
5170,Serperior,1,Wrap,Normal,Physical,15,90
5171,Serperior,13,Growth,Normal,Status,—,—
5172,Serperior,16,Magical Leaf,Grass,Special,60,∞
5173,Serperior,20,Leech Seed,Grass,Status,—,90
5174,Serperior,24,Mega Drain,Grass,Special,40,100
5175,Serperior,28,Slam,Normal,Physical,80,75
5176,Serperior,32,Leaf Blade,Grass,Physical,90,100
5177,Serperior,38,Coil,Poison,Status,—,—
5178,Serperior,44,Giga Drain,Grass,Special,75,100
5179,Serperior,50,Gastro Acid,Poison,Status,—,100
5180,Serperior,56,Leaf Storm,Grass,Special,130,90
5181,Tepig,1,Tackle,Normal,Physical,40,100
5182,Tepig,3,Tail Whip,Normal,Status,—,100
5183,Tepig,7,Ember,Fire,Special,40,100
5184,Tepig,9,Endure,Normal,Status,—,—
5185,Tepig,13,Defense Curl,Normal,Status,—,—
5186,Tepig,15,Flame Charge,Fire,Physical,50,100
5187,Tepig,19,Smog,Poison,Special,30,70
5188,Tepig,21,Rollout,Rock,Physical,30,90
5189,Tepig,25,Take Down,Normal,Physical,90,85
5190,Tepig,27,Heat Crash,Fire,Physical,—,100
5191,Tepig,31,Assurance,Dark,Physical,60,100
5192,Tepig,33,Flamethrower,Fire,Special,90,100
5193,Tepig,37,Head Smash,Rock,Physical,150,80
5194,Tepig,39,Roar,Normal,Status,—,—
5195,Tepig,43,Flare Blitz,Fire,Physical,120,100
5196,Pignite,1,Ember,Fire,Special,40,100
5197,Pignite,1,Endure,Normal,Status,—,—
5198,Pignite,1,Tackle,Normal,Physical,40,100
5199,Pignite,1,Tail Whip,Normal,Status,—,100
5200,Pignite,13,Defense Curl,Normal,Status,—,—
5201,Pignite,15,Flame Charge,Fire,Physical,50,100
5202,Pignite,20,Smog,Poison,Special,30,70
5203,Pignite,23,Rollout,Rock,Physical,30,90
5204,Pignite,28,Take Down,Normal,Physical,90,85
5205,Pignite,31,Heat Crash,Fire,Physical,—,100
5206,Pignite,36,Assurance,Dark,Physical,60,100
5207,Pignite,39,Flamethrower,Fire,Special,90,100
5208,Pignite,44,Head Smash,Rock,Physical,150,80
5209,Pignite,47,Roar,Normal,Status,—,—
5210,Pignite,52,Flare Blitz,Fire,Physical,120,100
5211,Emboar,1,Arm Thrust,Fighting,Physical,15,100
5212,Emboar,1,Ember,Fire,Special,40,100
5213,Emboar,1,Tackle,Normal,Physical,40,100
5214,Emboar,1,Tail Whip,Normal,Status,—,100
5215,Emboar,13,Defense Curl,Normal,Status,—,—
5216,Emboar,15,Flame Charge,Fire,Physical,50,100
5217,Emboar,20,Smog,Poison,Special,30,70
5218,Emboar,23,Rollout,Rock,Physical,30,90
5219,Emboar,28,Take Down,Normal,Physical,90,85
5220,Emboar,31,Heat Crash,Fire,Physical,—,100
5221,Emboar,38,Assurance,Dark,Physical,60,100
5222,Emboar,43,Flamethrower,Fire,Special,90,100
5223,Emboar,50,Head Smash,Rock,Physical,150,80
5224,Emboar,55,Roar,Normal,Status,—,—
5225,Emboar,62,Flare Blitz,Fire,Physical,120,100
5226,Oshawott,1,Tackle,Normal,Physical,40,100
5227,Oshawott,5,Tail Whip,Normal,Status,—,100
5228,Oshawott,7,Water Gun,Water,Special,40,100
5229,Oshawott,11,Soak,Water,Status,—,100
5230,Oshawott,13,Focus Energy,Normal,Status,—,—
5231,Oshawott,17,Razor Shell,Water,Physical,75,95
5232,Oshawott,19,Fury Cutter,Bug,Physical,40,95
5233,Oshawott,23,Water Pulse,Water,Special,60,100
5234,Oshawott,25,Aerial Ace,Flying,Physical,60,∞
5235,Oshawott,29,Aqua Jet,Water,Physical,40,100
5236,Oshawott,31,Encore,Normal,Status,—,100
5237,Oshawott,35,Aqua Tail,Water,Physical,90,90
5238,Oshawott,37,Retaliate,Normal,Physical,70,100
5239,Oshawott,41,Swords Dance,Normal,Status,—,—
5240,Oshawott,43,Hydro Pump,Water,Special,110,80
5241,Dewott,1,Soak,Water,Status,—,100
5242,Dewott,1,Tackle,Normal,Physical,40,100
5243,Dewott,1,Tail Whip,Normal,Status,—,100
5244,Dewott,1,Water Gun,Water,Special,40,100
5245,Dewott,13,Focus Energy,Normal,Status,—,—
5246,Dewott,18,Razor Shell,Water,Physical,75,95
5247,Dewott,21,Fury Cutter,Bug,Physical,40,95
5248,Dewott,26,Water Pulse,Water,Special,60,100
5249,Dewott,29,Aerial Ace,Flying,Physical,60,∞
5250,Dewott,34,Aqua Jet,Water,Physical,40,100
5251,Dewott,37,Encore,Normal,Status,—,100
5252,Dewott,42,Aqua Tail,Water,Physical,90,90
5253,Dewott,45,Retaliate,Normal,Physical,70,100
5254,Dewott,50,Swords Dance,Normal,Status,—,—
5255,Dewott,53,Hydro Pump,Water,Special,110,80
5256,Samurott,1,Megahorn,Bug,Physical,120,85
5257,Samurott,1,Soak,Water,Status,—,100
5258,Samurott,1,Tackle,Normal,Physical,40,100
5259,Samurott,1,Tail Whip,Normal,Status,—,100
5260,Samurott,1,Water Gun,Water,Special,40,100
5261,Samurott,13,Focus Energy,Normal,Status,—,—
5262,Samurott,18,Razor Shell,Water,Physical,75,95
5263,Samurott,21,Fury Cutter,Bug,Physical,40,95
5264,Samurott,25,Water Pulse,Water,Special,60,100
5265,Samurott,29,Aerial Ace,Flying,Physical,60,∞
5266,Samurott,34,Aqua Jet,Water,Physical,40,100
5267,Samurott,39,Encore,Normal,Status,—,100
5268,Samurott,46,Aqua Tail,Water,Physical,90,90
5269,Samurott,51,Retaliate,Normal,Physical,70,100
5270,Samurott,58,Swords Dance,Normal,Status,—,—
5271,Samurott,63,Hydro Pump,Water,Special,110,80
5272,Blitzle,1,Quick Attack,Normal,Physical,40,100
5273,Blitzle,4,Tail Whip,Normal,Status,—,100
5274,Blitzle,8,Charge,Electric,Status,—,—
5275,Blitzle,11,Shock Wave,Electric,Special,60,∞
5276,Blitzle,15,Thunder Wave,Electric,Status,—,90
5277,Blitzle,18,Flame Charge,Fire,Physical,50,100
5278,Blitzle,22,Spark,Electric,Physical,65,100
5279,Blitzle,25,Stomp,Normal,Physical,65,100
5280,Blitzle,29,Discharge,Electric,Special,80,100
5281,Blitzle,33,Agility,Psychic,Status,—,—
5282,Blitzle,35,Wild Charge,Electric,Physical,90,100
5283,Blitzle,40,Thrash,Normal,Physical,120,100
5284,Zebstrika,1,Charge,Electric,Status,—,—
5285,Zebstrika,1,Quick Attack,Normal,Physical,40,100
5286,Zebstrika,1,Tail Whip,Normal,Status,—,100
5287,Zebstrika,1,Thunder Wave,Electric,Status,—,90
5288,Zebstrika,11,Shock Wave,Electric,Special,60,∞
5289,Zebstrika,18,Flame Charge,Fire,Physical,50,100
5290,Zebstrika,25,Spark,Electric,Physical,65,100
5291,Zebstrika,31,Stomp,Normal,Physical,65,100
5292,Zebstrika,36,Discharge,Electric,Special,80,100
5293,Zebstrika,42,Agility,Psychic,Status,—,—
5294,Zebstrika,47,Wild Charge,Electric,Physical,90,100
5295,Zebstrika,53,Thrash,Normal,Physical,120,100
5296,Drilbur,1,Mud-Slap,Ground,Special,20,100
5297,Drilbur,1,Rapid Spin,Normal,Physical,50,100
5298,Drilbur,4,Scratch,Normal,Physical,40,100
5299,Drilbur,8,Hone Claws,Dark,Status,—,—
5300,Drilbur,12,Fury Swipes,Normal,Physical,18,80
5301,Drilbur,16,Metal Claw,Steel,Physical,50,95
5302,Drilbur,20,Sandstorm,Rock,Status,—,—
5303,Drilbur,24,Crush Claw,Normal,Physical,75,95
5304,Drilbur,28,Rock Slide,Rock,Physical,75,90
5305,Drilbur,32,Dig,Ground,Physical,80,100
5306,Drilbur,36,Swords Dance,Normal,Status,—,—
5307,Drilbur,40,Drill Run,Ground,Physical,80,95
5308,Drilbur,44,Earthquake,Ground,Physical,100,100
5309,Drilbur,48,Fissure,Ground,Physical,—,30
5310,Excadrill,1,Hone Claws,Dark,Status,—,—
5311,Excadrill,1,Mud-Slap,Ground,Special,20,100
5312,Excadrill,1,Rapid Spin,Normal,Physical,50,100
5313,Excadrill,1,Scratch,Normal,Physical,40,100
5314,Excadrill,12,Fury Swipes,Normal,Physical,18,80
5315,Excadrill,16,Metal Claw,Steel,Physical,50,95
5316,Excadrill,20,Sandstorm,Rock,Status,—,—
5317,Excadrill,24,Crush Claw,Normal,Physical,75,95
5318,Excadrill,28,Rock Slide,Rock,Physical,75,90
5319,Excadrill,34,Dig,Ground,Physical,80,100
5320,Excadrill,40,Swords Dance,Normal,Status,—,—
5321,Excadrill,46,Drill Run,Ground,Physical,80,95
5322,Excadrill,52,Earthquake,Ground,Physical,100,100
5323,Excadrill,58,Fissure,Ground,Physical,—,30
5324,Timburr,1,Leer,Normal,Status,—,100
5325,Timburr,1,Pound,Normal,Physical,40,100
5326,Timburr,4,Low Kick,Fighting,Physical,—,100
5327,Timburr,8,Rock Throw,Rock,Physical,50,90
5328,Timburr,12,Focus Energy,Normal,Status,—,—
5329,Timburr,16,Bulk Up,Fighting,Status,—,—
5330,Timburr,20,Rock Slide,Rock,Physical,75,90
5331,Timburr,24,Slam,Normal,Physical,80,75
5332,Timburr,28,Scary Face,Normal,Status,—,100
5333,Timburr,32,Dynamic Punch,Fighting,Physical,100,50
5334,Timburr,36,Hammer Arm,Fighting,Physical,100,90
5335,Timburr,40,Stone Edge,Rock,Physical,100,80
5336,Timburr,44,Superpower,Fighting,Physical,120,100
5337,Timburr,48,Focus Punch,Fighting,Physical,150,100
5338,Gurdurr,1,Leer,Normal,Status,—,100
